formula,transition temperature
Ga25Mn4.92V70.08,10.1
Pr1.85Ce0.15Cu0.998Ni0.002O4.065,15.89
As3La4,6.5
Li2B1Pd3,7.61
Mg1B1.8Be0.2,36.0
La1.95Bi0.05Cu0.99Zn0.01O4.093,22.7
Sr1Ga1.2Si0.8,4.75
Y0.85Ca0.15Ba2Cu4O8,88.9
Pr0.88La1Ce0.12Cu1O3.908,27.0
Au3Te5,1.62
Er1Ir3.6Rh0.4B4,1.83
Y1Ba2Cu3O6.82,88.65
Y1Ba1.92La0.08Cu3O6.96,94.0
Bi2Sr2Ca0.75Y0.25Cu2O8,89.4
Yb1Ba2Cu3O6.71,87.0
Cr0.06V0.94,2.93
Er0.7Ca0.3Ba2Cu3O6.83,55.7
Ba1Fe1.886Rh0.114As2,24.9
Y0.6Th0.4Ni1C2,7.85
Pb1Mo6S4Se5,3.64
Mo5Pb1S7,12.5
Fe0.5Ba1Sr1Yb1Cu2.5O7.432,29.7
H0.51Mo0.1Nb0.765Pd0.135,5.46
Sn0.552Pb0.368In0.08Te1,2.16
Bi0.2Pb0.8,8.15
K0.1Li0.02W1O2.88F0.12,1.1
Y1Ba2Cu2.7Ga0.3O6.93,75.0
La0.7Ti0.3Bi1S2O1,2.22
Bi0.019In0.981,3.86
Sr1Ti1O3,0.79475
Bi1.95Sr1.25La0.8Cu1O4,19.0
Sm1Ba2Cu3O6.858,90.0
Ta0.05V2Zr0.95,8.9
Lu0.8Pr0.2Ba1.7Sr0.3Cu3O6.93,75.0
Ir0.29Mo0.41Nb0.3,8.7
Er1Ba2Cu2.82Zn0.18O6.91,50.0
Bi0.65Pb0.35,8.8
Lu0.8Er0.2Ru1B2,7.85
Nb3Tl0.1Sn0.9,18.25
Tm1Ba2Cu3O6.86,87.2
Fe1.03Te0.72Se0.28,13.9
Ir0.85V0.15,0.26
La0.95Y0.05,5.4
Y0.8Pr0.2Ba2Cu3O7.55,68.3
Y1.01Ba2.03Cu2.808Li0.192O6.6,33.0
Y1Ni1.3Pd0.7B2C1,12.1
Mo7Re13B1,8.3
Pr0.1La1.7Sr0.2Cu1O4,36.0
La2.96Ce0.04In1,7.01
Nb3Al0.6Ge0.4,19.7
Hg1Ba2Cu1O4.066,88.5
Ge1Ta3,8.0
Li0.65Zr1N1Cl1,15.0
La1.715Nd0.125Sr0.16Cu1O4,35.0
La1Fe0.985Zn0.015As1O0.85,6.01
Rh1Zr1,1.35
Mg0.4Ti0.6B2,37.6
Os0.3Re0.7,1.54
Sr1Si1.9Ni0.1,2.3
Y2Br1.75Cl0.25C2,4.7
Cd1Tl0.7Ba1Cu1O4.5,52.5
Cu0.95Se2Zn0.05,2.45
Y1La0.2Ba1.8Cu3O7.16,61.7
Nd0.8Ca0.2Ba0.6La0.4Cu3O6.72,72.0
Pd2Y0.9Dy0.1Sn1,3.46
Dy1Rh2.8Ir1.2B4,2.82
Eu1Ba2Cu2.9Co0.1O6.97,72.7
Gd1Ba2Cu3O6.95,90.0
B3Ru7,1.986666667
Bi1.09Ta1Se3.09,1.8
La2.82Pr0.18S4,4.33
Ge0.27V0.73,6.6
Al0.33Nb0.67,13.5
Pd2Hf1Al1,3.583333333
La1.83Sr0.17Cu0.99Zn0.01O4,25.0
Y1.4Th0.6C2.8,16.3
Nb3Al0.71Ge0.29,20.7
La1.891Ce0.109Cu1O4,28.5
Pr1Fe1As0.4P0.6F0.1O0.9,17.4
Sr0.1Bi2Se3,2.87
La1.85Sr0.15Cu0.95Li0.05O4,27.2
Al0.39Mg0.61,1.5
Na0.1Ta1S2,4.4
La1Fe0.4Zn0.6As1F0.15O0.85,24.6
Y1Ba2Cu2.94Fe0.06H0.4O7,47.0
Ce1Ir1In4.97Sn0.03,0.66
Ce0.1Nd0.9Bi1S2F0.5O0.5,4.68
La1Ir2Ge2,1.5
La1Rh1Si1,4.35
Tl2Ba2Cu1O5.94,58.0
Sn1Ta1S3,2.9
Ca1Fe1.85Co0.15As2,15.2
Ca1.9Cu1Cl2O2,15.0
Sr1Pd2Ge2,2.892
Nb3Ge0.5Ga0.5,7.3
Ce1Ni0.8Bi2,4.15
Ru28Zr72,3.76
Mg0.31Al0.69B2,11.1
Li1Zr1N1Br1,14.1
Te2Mo6Se6,3.0
Dy1Ba1.4Sr0.6Cu3O6.91,85.2
Er0.5Pr0.5Ba2Cu3O7,28.6
La1.6Gd0.4Ba2Ca0.8Cu4.8O11.401,76.0
Ca0.902Pr0.098Fe2As2,40.0
Co1La3,4.226666667
V2Ir1B2,1.12
La1Ba1Ca1Cu2.9Ni0.1O6.85,45.0
Ti1Rh1Si1,5.1
Pb1S1Pb1Se1,4.59
Sn0.8075Ge0.1425In0.05Te1,1.09
Na1Fe0.98Co0.02As1,18.8
Pb1Mo6S7Se1,8.4
Ba0.6K0.4Bi0.9Pb0.1O3,21.5
Sn3Th1,3.33
Sm0.8Pr0.2Ba2Cu3O6.85,26.0
Mg1B1.88C0.12,32.9
In0.87Te1,1.55
Ca1Si3,4.25
In0.9Pb0.1,4.435
Th1Rh2Si2,1.1
Nb2Ta0.5V0.5Sn1,12.2
Ba1Fe1.898Co0.102As2,18.6
La0.98Lu0.02,4.643
Bi2Sr2Ca0.8Y0.2Cu2O8.2,87.8
Ca0.81La0.19Fe1As2,30.03333333
Li1.2Rh1B1.5,2.5
Bi2Sr2Cu1O6,7.38
Ge0.5Cu0.5Sr2Ca1.7Y0.3Cu3O9.3,73.0
Pr1Ir2Zn20,0.06
Pd17Se15,1.1
La1C2,1.7475
La1.69Nd0.2Ba0.11Cu1O4,8.2
La1.83Sr0.17Cu0.98Ni0.02O4,22.45
La1.25Ba1.35Ca0.4Cu3O7.16,79.8
Sm0.9U0.1Fe1As1O1,47.0
Mo64Ru16P20,7.31
Nb25Ti40Zr35,7.7
Sr0.67Pt3B2,2.78
Ba2Bi2.5Sb0.5,4.25
Y1Ni1.8Mn0.2B2C1,8.7
Ru0.8Rh0.2Sr2Gd1Cu2O8,12.9
Eu2.17Ce0.5Sr1.33Cu2.5Fe0.5O9.23,25.7
Sn0.97As0.005Te0.995,0.088
Ca2Cu1Cl2.4O2,38.0
Y2C2Br2,5.03
Cs0.5Nb1S2,2.8
B12Li2.5,6.62
Pb0.6Cu0.4Sr1.1La0.9Cu1O5.18,28.0
Ba0.82K0.18Fe2As2,10.5
Rb2Fe4Se5,32.0
Tl2Ba2Cu1O6.05,47.0
La1.65Nd0.2Ca1.15Cu2O5.99,5.0
Y0.79Gd0.21Ni2B2C1,7.81
Bi2Pb1,4.25
Y0.8La0.2Ba2Cu3O6.9,84.0
Y0.8Ca0.1Pr0.1Ba2Cu3O6.95,81.4
Rb0.8Fe1.68Se2,32.0
Nd1Fe0.9Rh0.1As1O1,15.8
Ca1La1Ba1Cu2.91Zn0.09O7,20.0
Nb0.8Ga0.195Cr0.005,14.9
Nb2.85Hf0.15Al1,14.4
Hg1Ba2Ca1Cu2O6.14,105.0
Ce1Ir5,1.82
La1.8Ca0.2Cu1O3.917,19.5
Hg1Ba2Cu1O4.055,79.1
Be5Pt1,2.3
N0.998Nb1O0.002,17.3
Yb0.6Pr0.4Ba2Cu3O6.91,50.5
Ga3Lu1,2.25
Sn1.08Eu0.1Mo6.35S8,10.9
Lu1Ni1.95Co0.1B2C1,12.3
Ce1Cu2.05Si2,0.7
Hf1Os2,2.27
La1.735Nd0.14Sr0.125Cu1O4,15.0
Y0.5Cd0.5Ba2Cu3O7,93.2
La1.85Sr0.15Cu0.975Zn0.025O4,7.3
Hg0.85Re0.15Ba2Cu1O4.55,93.7
Nb75Ga5Al20,18.25
Pd1Th2,0.75
Ce1Ir0.65Co0.35Si3,0.75
La1.84Sr0.16Cu0.99Mn0.01O4,30.4
Os0.333Ru0.667,0.47
Nd1Ba1.8Sr0.2Cu3O6.927,82.0
La1.52Nd0.4Ba0.08Cu1O4,11.0
Sr0.57Eu0.43Fe1.76Co0.24As2,8.78
Sr2Tm1Cu3O7.65,62.0
Ba0.7Rb0.3Ti2Sb2O1,5.93
La1Fe0.95Zn0.05As1F0.1O0.9,25.4
Y1Fe1As1O0.85,45.2
Y1Ba2Cu3.99Zn0.01O8,73.3
Sm1Rh4B4,2.6475
N0.8Nb1,8.9
La1.5Ba1.3Ca0.2Cu3O7.002,16.0
Eu0.012La0.988,2.15
Ba1Fe1.838Co0.094Cu0.068As2,5.3
Ba1Fe1.915Ni0.085As2,18.2
Rh0.08Ti0.92,3.5
Tl1Sr2Ca0.75Th0.25Cu2O7,52.5
In0.04Sn0.96Te1.01,1.14
La1.78Sr0.22Cu0.92Ni0.08O4,21.0
Fe1.03Te0.9Se0.1,11.9
La1Pt2Ge2,0.48
Pb0.57Sn0.43,7.45
Au0.885Sn0.115,0.21
Au0.915In0.085,0.031
Bi0.015In0.985,3.725
Ce0.147Ru0.853,3.6
Hf1V1.7Fe0.3,5.0
La0.98Gd0.02Ru2,3.23
Mo0.059Zr0.941,4.15
Cu0.044Ti1Se2,1.5
Yb1Ba2Cu2.982Zn0.018O6.9,85.1
Ba0.5K0.5Fe1.9Ru0.1As2,37.14
La1.77Sr0.23Cu0.94Co0.06O4,32.5
Ce1Fe1As0.9P0.1F0.05O0.95,19.3
Lu0.574Dy0.426Ni2B2C1,7.54
Pb1Tl2,3.925
Rh0.03Ti0.97,1.62
Nd1.7575Y0.0925Ce0.15Cu1O4,18.0
Y1Ba1Sr1Cu2.975Sn0.025O6.91,76.3
Ir0.7Y0.3,2.16
Y1Ba2.01Cu2.81Ni0.19O6.7,65.0
Fe1Te0.57Se0.43,15.0
La1.5Ba1.3Ca0.2Cu3O6.897,16.0
Nb0.22U0.78,2.01
Y1Ba1.8La0.2Cu3.97Zn0.03O8,16.2
Ca0.1Ba1.65La1.25Cu3O7.02,26.4
Cu3Mo6S8,5.5
Ba1Fe1.32Ru0.68As2,14.5
La1.79Sr0.21Cu0.99Zn0.01O4,20.0
Ba0.6K0.4Fe2As2,35.66
Ga0.04Sn0.96,3.887
C1Mo1,10.152
Ce1Rh0.07Co0.93In5,1.89
U1Pd1.98Al3,1.2
Al1Mo3,0.58
Ce2Ni3Ge5,0.22
Al0.005V0.995,4.82
Lu0.75Th0.25Rh4B4,11.93
Nd2Cu1F0.5O4,18.0
K0.83Fe1.83Se2,32.5
V3Ga0.8Si0.2,11.9
Fe0.101Ti0.899,3.67
Y0.7Pr0.3Ba2Cu3O6.6,28.5
Ca1Al1.1Si0.9,6.63
Ba1Pb0.7Bi0.3O3,11.23
La13Ga8Sb21,2.4
Ca0.4Ba1.25La1.35Cu3O7.04,21.3
Tl1Sr2Ca0.6Gd0.4Cu2O7,65.0
Nb77Sn13.8Al6.9Ge2.3,13.3
Ru0.46V0.54,5.16
Nd1.85Ce0.15Cu0.995Co0.005O4,7.3
La2.952Gd0.048In1,3.48
B1Zr1,3.1
Nb0.9Mo2.1Al1,2.73
La0.6Pr0.6Ba1Ca1Cu3O7,28.0
La1Bi1S1.6Se0.4F0.5O0.5,2.5
Ir0.825Ru0.1Os0.075,0.16
Hg1Ba2Cu1O4.033,48.0
Sr2Y1Cu3O7.45,62.0
Y1Ba1Sr1Cu2.975Sn0.025O6.92,77.0
Pt2Y3,0.9
Ca9.07La0.93Pt3Fe10As18,22.2
Pd0.2Ti0.8,4.71
La1Fe1As1H0.24O0.76,30.1
Sr2Ca1Cu2F1O5,69.1
Y0.65Ca0.35Sr2Cu2Ga1O7,27.0
Re0.6W00.4,6.0
Pb2Sr2Y0.5Ca0.5Cu3O8.6,65.0
Ho1Rh1.6Ir2.4B4,2.2
Ca2Al3Si4,6.2
Hg0.4Pr1.1Sr2Ca0.5Cu2O7.9,76.0
Th1Ir0.8Os1.2,3.22
Tl0.5Pb0.5Sr2Ca1Cu2.95Co0.05O7,53.0
Ru0.58W0.42,5.2
Y0.7Zn0.3Ba2Cu3O7,23.5
Mg1B1.5C0.5,27.25
Hg0.5Fe0.5Sr2Y0.6Ca0.4Cu2O6.7,46.0
Bi2Sr1.8Ca1Eu0.2Cu2O8.25,88.9
Na0.75Zr1N1Cl1,14.3
Ni0.02Ta1S2,3.325
Sm1.2Ba1.8Cu3O7.09,38.0
Ir0.85Rh0.15Te2,2.39
Y1Ba1.5Sr0.5Cu3O6.95,85.9
Ho0.95Lu0.05Ni2B2C1,8.77
Bi4Sr4Ca3Cu4O16.29,81.0
C0.51Sr2Ca0.5Y0.5Cu2.42O6.92,48.9
Be0.934Ni0.066,0.88
Sr0.5La0.5F1Bi1S2,2.8
La1Fe1As1F0.11O0.89,26.34666667
Ga0.8In0.2V3,12.7
Y0.75Ca0.25Ba2Cu3O6.008,34.85
La1.55Sr0.15Na0.3Cu1O4,37.0
Nd1.85Ce0.15Cu1O4.03,19.3
Rh1Se2,4.35
Ir0.37V0.67,1.71
Na0.05Ta1S2,4.0
Sr1Ga0.9Si1.1,4.73
Tl0.4Rb0.4Fe1.67Se2,31.8
Bi2.14F0.24S2O0.76,3.5
Bi2Sr2Cu1O6.09,10.0
K2Mo15Se19,2.1
C1.3La1,8.3
Pu1Co0.5Rh0.5Ga5,15.5
Y4Ir6Sn19,2.2
Ca9.75Lu0.25Pt3Fe10As18,10.9
Mo1.905Hf0.095B1C1,5.0
Nb1C0.2N0.8,17.6
Os0.5V0.5,5.15
Ce1Co1In4.88Sn0.12,0.87
Nb3Al0.39Ge0.61,7.3
Ce1Pt3Si0.9Ge0.1,0.31
Pb2Sr2Ho0.5Ca0.5Cu2.97Al0.03O8,59.1
Nb25Ti70Ta5,7.85
Th0.8Sc1.2C3,6.0
Ce1Rh0.13Co0.87In5,1.73
Ce1Ir1In4.986Sn0.014,0.8
Ba0.13W1P3,1.9
U1Rh2Si2,1.1
Sm1Ba2Cu3O6.75,38.4
Cu6La1,0.021
Fe1Se0.736Sb0.184,8.85
Mo0.1W0.9C1,9.0
Y0.6Pr0.4Ba2Cu3O6.96,32.0
Ca10Pt4.05Fe8.95As18,13.0
Lu0.8Ca0.2Ba2Cu3O6.54,65.0
Al1Nb2.7V0.3,15.4
Hf5Re24,4.3
Tl1Sr2Ca2Cu3O9.4,86.0
Ge0.976Te1,0.0855
Ca0.2Ba1.55La1.25Cu3O7.05,41.1
Ba1Pt2Sb2,1.835
Sr0.4K0.6Bi1O3,11.42166667
Zr29.8V59.4Nb10.8,9.58
Ba8Si25Ge21,2.8
Au0.8In0.2,0.28
Gd1Ba1.5Sr0.5Cu3O6.72,32.0
Cu1Cr0.9Fe0.1O2,98.0
Cu0.081Ti1Se2,4.17
La1Ca1Ba1Cu3O7,69.0
La2.9602Gd0.0398In1,6.04
Y1Ba2Cu2.94Li0.06O6.6,26.0
Pd0.165Sb0.835,4.9
Ca1Fe0.83Co0.17As1H1,19.0
Al3Os1,5.9
Ge2Lu1,2.6
Rh0.105Ru0.895,0.27
Li1Hf0.2Zr0.8N1Cl1,18.2
Nd1.85Ce0.15Cu0.995Ni0.005O4,11.6
Tm4Os6Sn19,1.1
Al0.25V0.75,16.9
Pt0.42Y0.58,0.76
Bi2Sr2Cu1O6.14,14.0
Nb2Pd1S4.25Se0.75,3.18
In1.015Te1,3.51
La1Bi1Pt1,0.9
Cr0.48V0.52,0.1
Ba0.5K0.5Fe2As2,35.28
Ca0.8La0.2Fe1As1H1,40.6
Li0.4Mo1S2,3.7
Y2Cl2C2,2.3
Mo0.28Rh0.72,0.03
La3.1Y0.2Ca0.4Ba3.3Cu7O16.529,55.0
Yb0.2W1Se2,2.2
Nb0.8Ga0.14Cr0.06,8.6
Mo6Se6Cl2,6.39
Ag7F0.25N0.75O10.25,1.04
Nb1.02Se2,6.75
Y1Re0.15Ba2Cu2.85O7.13,90.0
Ba1Ge2,4.93
Nb0.2U0.8,2.009
Nd1.85Ce0.15Cu0.985Fe0.015O4,6.5
Mo1Sr2Y1Cu2O8,21.0
Cr0.0081V0.9919,4.78
Bi1.8Pb0.2Sr1.8Ca1Nd0.2Cu2O8.2,86.0
Os2Zr1,2.95
Lu0.6Er0.4Ru1B2,6.295
Os0.1W0.9,1.5
Li0.37Hf1N1Cl1,20.0
Y1Ni0.8Pd1.2B2C1,11.8
Bi2Sr2Ca0.6Y0.4Cu2I1O8,66.0
Yb0.8Pr0.2Ba2Cu3O6.88,79.9
Ir0.3Mo0.4Re0.3,9.5
Ca0.1La0.9Ba1.65La0.35Cu3O7.15,57.0
Dy1Rh3.2Ir0.8B4,1.78
Ir0.07Rh0.07Os0.86,0.064
Au0.95Pd0.5Ga2,1.75
V2.7Ti0.3Si1,10.9
Lu0.88Gd0.12Ni2B2C1,7.3
Cu3Na2S3,0.3
Ba1.6Sr0.4Yb1Cu3O6.96,82.0
Y1CaBa2Cu3NiO6.89,91.0
Y1Ni1.8Cu0.2B2C1,11.55
Ca1Fe1.922Co0.078As2,21.2
Ba0.47K0.53Bi0.985Pr0.015O3,5.2
Sm1Fe0.89Ir0.11As1O1,18.3
Ca1Fe0.92Rh0.08As1F1,22.2
Nb3Rh0.1Au0.9,10.8
Y2I1Br1C2,7.9
Al0.18La0.82,4.65
Sm1Ba2Cu2.96Fe0.04O6.81,78.0
Y1.8Ti0.2C2.7,10.7
La0.96Gd0.04Ru2,2.27
K0.46Zr1N1Cl1,15.0
V3Si0.4Ge0.6,7.2
Ge1La3,3.7
Ni0.06Ta1S2,1.9
Bi2Sr1.6Ca1.4Cu2O8.16,77.6
Bi0.5Pb0.25S0.25Sr2Ca0.7Nd0.3Cu2O6.97,75.0
Cd0.9Ge0.1,1.7
La1.901Ba0.099Cu1O4,12.3
Bi2Sr2Ca0.6Pr0.4Cu2O8.316,57.0
Pr1Fe1As0.9P0.1F0.1O0.9,35.2
La2.3Gd0.7Ca1Ba2.8Sr0.2Cu6.86In0.14O16.536,72.0
Al1Ge1Nb3,19.5
Os0.32Rh0.68,0.0376
Nb0.7W0.3C1,13.2
Ho1Ba2Cu3O6.71,92.9
Tl1Sr1.5Ca0.5Yb1Cu2O7,55.0
Pd2Y0.95Gd0.05Sn1,2.41
Ga1Si1V3,18.6
Bi2Sr2Ho1.64Ce0.36Cu2O10.22,24.0
Y1Rh4B4,10.95775
Y1.1Ba1.9Cu3O6.65,91.25
Y0.8Ca0.2Ba1.5La0.5Cu3O7.11,80.0
Ca0.4Na0.6Fe2As2,25.0
La0.68Eu0.2Sr0.12Cu1O4,5.0
C1Ir2Mo3,1.8
C60Rb2,29.0
Bi2Sr2Ca1Cu1.988Ni0.012O8,92.55
Mg0.815Al0.092B2,32.0
Ba1Fe1.974Mo0.026As2,12.5
B1W1.26Re0.74,5.1
Mg4Al1Si3,5.2
Gd1Sr2Ru0.9Cu2.1O8,37.75
Zr2Co0.5Ni0.5,3.11
Y0.6Pr0.4Ba2Cu3O6.65,38.0
Ba1Bi3,5.745
Th1Ir0.2Ru1.8,3.1
Hg0.75Ba2.07Ca2.07Cu3.11O8.187,135.4
Ca1Al0.7Ga0.3Si1,4.78
Y0.9Pr0.1Ni2B2C1,11.2
Y1.4Th0.6C3,16.8
U1Co1Ge0.92Si0.08,0.288
Ta0.2Mo0.8C1,10.5
C0.6Mo4.8Si3,7.6
Y1.8V0.2C2.9,11.5
Zr2Co0.85Ga0.15,5.56
Pb0.9922Tl0.0078Te1,0.51
Cr0.72Ru0.28,3.468
Pd0.7Se0.3,2.04
Bi2F0.2S2O0.8,3.0
Cu1Mo4S5,11.0
Sr1Fe2As1.22P0.78,27.35
Zr1Ru4P2,11.0
Sc0.01V0.99,5.67
Zn1Mo5S6,3.12
Y1.8Si0.2C2.7,11.3
Bi2Sr1.6Ca1.2Eu0.2Cu2O8.26,87.1
Y0.8Pr0.2Ba2Cu3O7.1,57.6
Cd0.2Zn0.8,0.628
Pb0.5Sr2Ca0.5Ho0.5Cu2.5O7,67.9
In0.1Sn0.9Te1.01,1.75
La1.04Pr0.85Sr0.11Cu1O4,17.0
La0.25Th0.75Sn3,3.94
Ge2Mo1,3.055
Rh0.4Zr0.6,7.0
Fe0.04Nb0.1Ti0.86,7.4
Mo3Se4,6.233333333
La0.98Pr0.02Ru2,1.92
Cr0.8Os0.2,2.5
In0.7Sn0.3,7.3
Be0.62Si0.38,9.0
Y1Sr2Cu3O7.2,64.0
Pb2Cu0.9La1.1Cu2O7.42,18.1
Re0.6W0.4,6.866666667
Yb0.45Pr0.55Ba1.7Sr0.3Cu3O6.91,15.0
Er1Ba2Cu3O6.85,93.0
Li0.05Zr1N1Cl1,15.0
C0.8N0.2Sr2Cu1O5.3,33.0
Ti0.106V0.894,6.86
Sr2Nd0.5Ca0.5Cu2F1O5,70.9
Be0.89Cu0.11,1.11
La1.83Sr0.17Cu0.97Ni0.03O4,14.8
Nb0.75Al0.178Ge0.072,20.1
Zr1Os1Si1,1.72
Gd0.93Ca0.07Ba1Sr1Cu3O6.8804,53.5
Bi4Sr4Ca1.5Tm0.5Cu4O16.5,84.3
Ge0.5Nb3Sn0.5,11.3
Mo1.94Hf0.06B1C1,5.8
Y0.3La0.7Ba2Cu3O6.98,82.0
Lu1Re2,1.7
Mg10.5Ir19B17.1,4.8
Os0.666Ru0.334,0.569
Nb27.5Ta27.5Ir45,3.935
Y0.85Ca0.15Ba2Cu3O6.65,83.0
Pb0.5Yb0.5Mo6Se8,8.7
Cr0.027Ti0.973,3.5
Bi2Sr2Ca0.5Y0.5Cu2O8.39,66.0
Nb1Se0.25Te0.75,4.4
V0.4Zr0.6,7.8
Ba6C60,7.0
Hg1Ba2Ca2Cu3O8.18,94.0
Sn0.9405Ge0.0095In0.05Te1,1.61
Er1Ba2Cu2.76Co0.24O6.75,31.0
Hg0.7Cr0.3Sr2Cu1O4.6,53.0
Nb76Sn2.4Al19.2Ge2.4,16.0
Ir1Sn4,0.93
Sm1.86Ce0.14Cu1O4,22.7
La2.58Pr0.42S4,2.69
Li1Rh1B1.5,2.5
Ir0.56Os0.24Rh0.2,0.28
Mg0.7Li0.3B2,31.55
Cu0.05Rh0.04Ti0.91,2.5
Pr1.85Ce0.15Cu0.99Ni0.01O4.065,0.93
Mg0.8Zn0.2B2,38.4
In0.82Te1,1.04
Yb0.7Ca0.3Ba1.6Sr0.4Cu3O6.73,68.05
Lu0.772Dy0.228Ni2B2C1,11.77
Cs0.005W1O3,5.9
Ti0.42V0.58,7.52
Th90.9Tm9.1,1.07
Ge0.55Nb3.45,4.9
Ba0.9K0.1Ti2Sb2O1,5.13
Ba2Ca1Cu2F2.2O3.8,40.0
Ag7B4F4O8,0.15
Lu5Ir4Si9.9Ge0.1,4.7
La1Sn3,6.358285714
Rh0.025Ti0.975,1.79
Al1Ce0.017La3,0.77
Y1Ba1.88La0.12Cu3O6.96,93.2
Ba0.5K0.5Fe1.84Zn0.16As2,34.2
Cu0.15In0.85,3.75
Ba1Ni2As1.816P0.184,3.27
C1Hf0.4Nb0.6,5.6
C,7.4
Nb0.625Sn0.25Ta0.125,17.6
C6Ca1H,10.0
Au0.41Ge0.59,2.2
Sr1Ni2P2,1.415
Cr3Rh1,0.07
Th1Ru2Si2,1.1
Eu3Bi2S4F4,1.425
Hg0.7Bi0.3Sr2Ca2Cu3O8.65,104.0
Y1Ba2Cu2.64Co0.36O7.03,22.0
Bi1.95Sr1.65La0.4Cu1O6.311,35.5
Pd2Y0.8Er0.2Sn1,3.73
Eu1Ba2Cu2.8Ga0.2O6.63,14.0
Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.58,55.0
Ca8.18La1.82Pt3Fe10As18,22.1
Er0.97Gd0.03Rh4B4,8.06
Nd1.85Ce0.15Cu0.993Ni0.007O4,6.366666667
Ag2Pb3S1,1.13
Fe0.98Cu0.02Se0.88,4.0
Ca1La1Ba1Cu2.97Fe0.03O7,49.0
Lu0.5Th0.5Os3B2,4.14
Bi4Sr4Ca0.5Tm1.5Cu4O16.91,1.5
Bi1.2Pb0.8Sr1.6La0.4Cu1O6.014,17.3
Zr33.3V59.25Nb7.35,6.3
Pb2Sr2Y0.61Ca0.39Cu3O8,77.0
Ba2Ti2Fe2As4O1,20.125
Eu1Ba1.4Pr0.3Sr0.3Cu3O6.92,29.0
Mo0.1633Ti0.8367,4.0
Y1Ba1.75Cu2.75Co0.25O6.95,25.0
Ca1Fe0.85Co0.15As1F1,20.8
Y0.4Pr0.6Ba1Sr1Cu3O6.92,18.0
Ca1Al1Si1,6.183529412
Y1Ba1.5Sr0.5Cu3O6.98,86.0
La0.8Ti0.2Bi1S2O1,2.35
Bi2Sr2Eu1.64Ce0.36Cu2O10.26,27.0
Cu1Te2,1.3
Sc4Rh6Sn19,3.2
Nd1Fe1As1F0.12O0.88,50.0
Be12Mg1Re1,10.1
Bi1.4Pb0.6Sr2Ca1.2Ga0.8Cu3O7,67.7
Sm1Ba2Cu3O6.927,88.1
V0.683Ga0.22Al0.097,9.4
C3Er0.6Th1.4,8.1
Mo0.4Nb0.6,0.6
B12Yb0.01Zr0.99,4.4
Zr28.4V56.8Nb14.8,8.56
Ca9La1Pt3Fe10As18,27.9
Sn18.59Er4.41Rh6,1.0
Eu0.51K0.49Fe2As2,32.5
Lu0.9Tm0.1Ru1B2,8.72
Cr0.008Cu1Rh1.992S4,3.9
Y2Br1.25Cl0.75C2,4.15
Ti0.975V0.025,1.4
Hg0.44Re1O3,7.7
V2Hf0.87Ta0.13,10.45
Pr1Pt4Ge11.5Sb0.5,4.43
Y1Ba2Cu2.919Zn0.081O6.83,28.0
Tl0.4La1Sr1Cu1.6O5,30.0
Ca9.26Ce0.74Pt3Fe10As18,22.6
Gd1Fe1As1O0.7,53.6
B5Mo1.7Nb0.3,8.3
Pr1Pt4Ge9.5Sb2.5,0.69
Nb3.07Al0.5859Ge0.279,17.4
Y1Ba2Cu3H1O7,93.2
Lu1Os1B2,2.66
Eu1.7575Gd0.0925Ce0.15Cu1O4,4.7
La1.5Yb0.5Ba1.5Ca1Cu5O11.785,76.0
Mg0.927Al0.073B1,33.0
Nb2.01V0.99Au1,2.9
S1.2Se0.8Ta1,3.9
La1.81Sr0.19Cu0.98Ti0.02O4,33.0
Ir0.4Nb0.55O0.05,10.5
Lu0.92La0.08Ni2B2C1,13.6
Nd1Ba2Cu3O6.84,93.0
N0.34Re1,4.5
La1.96Na0.4Cu1O4,31.0
Ag0.438Hg0.562,0.64
Mg0.86Al0.14B2,35.1
Gd1.1Ba1.9Cu3O7,93.0
La1.5Ba1.3Ca0.2Cu3O6.918,25.0
Ba1Fe1.832Co0.15Mn0.018As2,13.5
Y0.9Pr0.1Ba2Cu3O6.75,52.2
Nd2Tl2Sr2Cu3O11,44.0
Y0.44Pr0.56Ba2Cu3O6.93,2.1
Nb0.99Ta0.01,9.079
Yb1Mo6Se8,6.0
Nb3Al0.55Ge0.45,11.7
Cu30Sn70,4.91
Lu0.9Gd0.1Ru1B2,6.4
Bi2Pt1,0.0775
Ca1Ir2,5.075
Sr0.9Pr0.1Cu1O2,41.5
Y1Ba2Cu3.88Ga0.12O8,73.5
Sc0.07Zr0.93,0.08
La0.94Nd0.06Pt1Si1,2.56
Tl0.5Pb0.5Sr2Ca0.65Y0.35Cu2O7,92.0
Y1Ba2Cu2.85Fe0.15O7,51.0
Yb0.85Pr0.15Ba2Cu3O6.97,86.5
Y1Ba2Cu3S0.12O7.28,89.0
Y0.5Pr0.5Ba2Cu3O6.68,27.1
Ge7Ir3,0.87
Y1Ba2Cu2.55Ga0.45O7,65.36
Y1.8Nb0.2C2.7,10.8
La1Pt0.7Ni0.3Si1,2.775
Y1.2Th0.8C2.9,15.8
Ag0.03Tl0.97,2.67
Bi2Sr2Ca1Cu2O8.293,87.5
Ba0.6K0.4Bi1O2.926,27.6
La2.5Y0.5Ca1Ba3Cu7Fe7O16.574,80.0
La1Rh2Si2,1.658
Pr0.65Ce0.35Pt4Ge12,0.29
